m,TagName,
"2016-11-01 00:00:00","java","15640"
"2016-11-01 00:00:00","javascript","20508"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","php","11934"
"2016-11-01 00:00:00","python","14175"
"2016-11-01 00:00:00","r","3558"
"2016-11-01 00:00:00","ruby","1757"
"2016-11-01 00:00:00","swift","4361"
"2016-12-01 00:00:00","assembly","314"
"2016-12-01 00:00:00","c","2793"
"2016-12-01 00:00:00","c#","10683"
"2016-12-01 00:00:00","c++","5222"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","go","496"
"2016-12-01 00:00:00","java","13841"
"2016-12-01 00:00:00","javascript","19794"
"2016-12-01 00:00:00","perl","338"
"2016-12-01 00:00:00","php","11473"
"2016-12-01 00:00:00","python","13042"
"2016-12-01 00:00:00","r","3149"
"2016-12-01 00:00:00","ruby","1626"
"2016-12-01 00:00:00","swift","3926"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c","2756"
"2017-01-01 00:00:00","c#","11688"
"2017-01-01 00:00:00","c++","5646"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","559"
"2017-01-01 00:00:00","java","14550"
"2017-01-01 00:00:00","javascript","21387"
"2017-01-01 00:00:00","perl","326"
"2017-01-01 00:00:00","php","12606"
"2017-01-01 00:00:00","python","14266"
"2017-01-01 00:00:00","r","3489"
"2017-01-01 00:00:00","ruby","1821"
"2017-01-01 00:00:00","swift","4335"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2726"
"2017-02-01 00:00:00","c#","11488"
"2017-02-01 00:00:00","c++","5164"
"2017-02-01 00:00:00","delphi","303"
"2017-02-01 00:00:00","go","554"
"2017-02-01 00:00:00","java","14552"
"2017-02-01 00:00:00","javascript","21175"
"2017-02-01 00:00:00","perl","402"
"2017-02-01 00:00:00","php","12480"
"2017-02-01 00:00:00","python","14761"
"2017-02-01 00:00:00","r","3675"
"2017-02-01 00:00:00","ruby","1626"
"2017-02-01 00:00:00","swift","4055"
"2017-03-01 00:00:00","assembly","373"
"2017-03-01 00:00:00","c","2968"
"2017-03-01 00:00:00","c#","12983"
"2017-03-01 00:00:00","c++","6219"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","go","651"
"2017-03-01 00:00:00","java","17298"
"2017-03-01 00:00:00","javascript","23696"
"2017-03-01 00:00:00","perl","410"
"2017-03-01 00:00:00","php","14034"
"2017-03-01 00:00:00","python","17114"
"2017-03-01 00:00:00","r","4602"
"2017-03-01 00:00:00","ruby","1789"
"2017-03-01 00:00:00","swift","4610"
"2017-04-01 00:00:00","assembly","316"
"2017-04-01 00:00:00","c","2852"
"2017-04-01 00:00:00","c#","11087"
"2017-04-01 00:00:00","c++","5874"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","java","15918"
"2017-04-01 00:00:00","javascript","21227"
"2017-04-01 00:00:00","perl","369"
"2017-04-01 00:00:00","php","12396"
"2017-04-01 00:00:00","python","15639"
"2017-04-01 00:00:00","r","4263"
"2017-04-01 00:00:00","ruby","1487"
"2017-04-01 00:00:00","swift","3910"
"2017-05-01 00:00:00","assembly","348"
"2017-05-01 00:00:00","c","2741"
"2017-05-01 00:00:00","c#","11969"
"2017-05-01 00:00:00","c++","5296"
"2017-05-01 00:00:00","delphi","320"
"2017-05-01 00:00:00","go","584"
"2017-05-01 00:00:00","java","16330"
"2017-05-01 00:00:00","javascript","22381"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","php","13021"
"2017-05-01 00:00:00","python","16178"
"2017-05-01 00:00:00","r","4314"
"2017-05-01 00:00:00","ruby","1519"
"2017-05-01 00:00:00","swift","4091"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c","2352"
"2017-06-01 00:00:00","c#","11299"
"2017-06-01 00:00:00","c++","4683"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14620"
"2017-06-01 00:00:00","javascript","21561"
"2017-06-01 00:00:00","perl","313"
"2017-06-01 00:00:00","php","11730"
"2017-06-01 00:00:00","python","16010"
"2017-06-01 00:00:00","r","4447"
"2017-06-01 00:00:00","ruby","1417"
"2017-06-01 00:00:00","swift","4195"
"2017-07-01 00:00:00","assembly","221"
"2017-07-01 00:00:00","c","2048"
"2017-07-01 00:00:00","c#","11198"
"2017-07-01 00:00:00","c++","5020"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","go","656"
"2017-07-01 00:00:00","java","14128"
"2017-07-01 00:00:00","javascript","21600"
"2017-07-01 00:00:00","perl","332"
"2017-07-01 00:00:00","php","11757"
"2017-07-01 00:00:00","python","16907"
"2017-07-01 00:00:00","r","4579"
"2017-07-01 00:00:00","ruby","1520"
"2017-07-01 00:00:00","swift","4345"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c","2040"
"2017-08-01 00:00:00","c#","10947"
"2017-08-01 00:00:00","c++","4786"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","go","608"
"2017-08-01 00:00:00","java","13745"
"2017-08-01 00:00:00","javascript","21332"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","php","11626"
"2017-08-01 00:00:00","python","16456"
"2017-08-01 00:00:00","r","4568"
"2017-08-01 00:00:00","ruby","1392"
"2017-08-01 00:00:00","swift","4177"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c","2100"
"2017-09-01 00:00:00","c#","9871"
"2017-09-01 00:00:00","c++","4466"
"2017-09-01 00:00:00","delphi","261"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","java","12743"
"2017-09-01 00:00:00","javascript","18981"
"2017-09-01 00:00:00","perl","297"
"2017-09-01 00:00:00","php","10677"
"2017-09-01 00:00:00","python","15444"
"2017-09-01 00:00:00","r","4221"
"2017-09-01 00:00:00","ruby","1222"
"2017-09-01 00:00:00","swift","3760"
"2017-10-01 00:00:00","assembly","332"
"2017-10-01 00:00:00","c","2780"
"2017-10-01 00:00:00","c#","10232"
"2017-10-01 00:00:00","c++","5216"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","615"
"2017-10-01 00:00:00","java","14002"
"2017-10-01 00:00:00","javascript","19855"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10811"
"2017-10-01 00:00:00","python","16931"
"2017-10-01 00:00:00","r","4541"
"2017-10-01 00:00:00","ruby","1298"
"2017-10-01 00:00:00","swift","3898"
"2017-11-01 00:00:00","assembly","385"
"2017-11-01 00:00:00","c","2948"
"2017-11-01 00:00:00","c#","9789"
"2017-11-01 00:00:00","c++","5033"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","go","654"
"2017-11-01 00:00:00","java","14170"
"2017-11-01 00:00:00","javascript","19401"
"2017-11-01 00:00:00","perl","264"
"2017-11-01 00:00:00","php","10578"
"2017-11-01 00:00:00","python","16963"
"2017-11-01 00:00:00","r","4507"
"2017-11-01 00:00:00","ruby","1173"
"2017-11-01 00:00:00","swift","3664"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2194"
"2017-12-01 00:00:00","c#","8605"
"2017-12-01 00:00:00","c++","4457"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","go","525"
"2017-12-01 00:00:00","java","11969"
"2017-12-01 00:00:00","javascript","16969"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9116"
"2017-12-01 00:00:00","python","14935"
"2017-12-01 00:00:00","r","3715"
"2017-12-01 00:00:00","ruby","1018"
"2017-12-01 00:00:00","swift","3199"
"2018-01-01 00:00:00","assembly","252"
"2018-01-01 00:00:00","c","2214"
"2018-01-01 00:00:00","c#","9372"
"2018-01-01 00:00:00","c++","4752"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","542"
"2018-01-01 00:00:00","java","12334"
"2018-01-01 00:00:00","javascript","18888"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10097"
"2018-01-01 00:00:00","python","16233"
"2018-01-01 00:00:00","r","4199"
"2018-01-01 00:00:00","ruby","1160"
"2018-01-01 00:00:00","swift","3742"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","c","2143"
"2018-02-01 00:00:00","c#","8580"
"2018-02-01 00:00:00","c++","4567"
"2018-02-01 00:00:00","delphi","213"
"2018-02-01 00:00:00","go","580"
"2018-02-01 00:00:00","java","12024"
"2018-02-01 00:00:00","javascript","17214"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","php","9111"
"2018-02-01 00:00:00","python","16293"
"2018-02-01 00:00:00","r","4499"
"2018-02-01 00:00:00","ruby","1031"
"2018-02-01 00:00:00","swift","3405"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2466"
"2018-03-01 00:00:00","c#","9788"
"2018-03-01 00:00:00","c++","5181"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","603"
"2018-03-01 00:00:00","java","13552"
"2018-03-01 00:00:00","javascript","19141"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9814"
"2018-03-01 00:00:00","python","17895"
"2018-03-01 00:00:00","r","5103"
"2018-03-01 00:00:00","ruby","1062"
"2018-03-01 00:00:00","swift","4044"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2184"
"2018-04-01 00:00:00","c#","9233"
"2018-04-01 00:00:00","c++","4665"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","go","619"
"2018-04-01 00:00:00","java","13483"
"2018-04-01 00:00:00","javascript","17952"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8923"
"2018-04-01 00:00:00","python","16974"
"2018-04-01 00:00:00","r","4730"
"2018-04-01 00:00:00","ruby","988"
"2018-04-01 00:00:00","swift","3571"
"2018-05-01 00:00:00","assembly","296"
"2018-05-01 00:00:00","c","2366"
"2018-05-01 00:00:00","c#","9924"
"2018-05-01 00:00:00","c++","4685"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","631"
"2018-05-01 00:00:00","java","13466"
"2018-05-01 00:00:00","javascript","18060"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9442"
"2018-05-01 00:00:00","python","17563"
"2018-05-01 00:00:00","r","4733"
"2018-05-01 00:00:00","ruby","1034"
"2018-05-01 00:00:00","swift","3616"
"2018-06-01 00:00:00","assembly","206"
"2018-06-01 00:00:00","c","1835"
"2018-06-01 00:00:00","c#","8783"
"2018-06-01 00:00:00","c++","4097"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","675"
"2018-06-01 00:00:00","java","11782"
"2018-06-01 00:00:00","javascript","17175"
"2018-06-01 00:00:00","perl","239"
"2018-06-01 00:00:00","php","8417"
"2018-06-01 00:00:00","python","16800"
"2018-06-01 00:00:00","r","4485"
"2018-06-01 00:00:00","ruby","991"
"2018-06-01 00:00:00","swift","3141"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c","1600"
"2018-07-01 00:00:00","c#","9401"
"2018-07-01 00:00:00","c++","3912"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","692"
"2018-07-01 00:00:00","java","11745"
"2018-07-01 00:00:00","javascript","17788"
"2018-07-01 00:00:00","perl","246"
"2018-07-01 00:00:00","php","8538"
"2018-07-01 00:00:00","python","17931"
"2018-07-01 00:00:00","r","4404"
"2018-07-01 00:00:00","ruby","940"
"2018-07-01 00:00:00","swift","3668"
"2018-08-01 00:00:00","assembly","177"
"2018-08-01 00:00:00","c","1680"
"2018-08-01 00:00:00","c#","9478"
"2018-08-01 00:00:00","c++","3900"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","707"
"2018-08-01 00:00:00","java","11296"
"2018-08-01 00:00:00","javascript","17844"
"2018-08-01 00:00:00","perl","228"
"2018-08-01 00:00:00","php","8461"
"2018-08-01 00:00:00","python","17718"
"2018-08-01 00:00:00","r","4102"
"2018-08-01 00:00:00","ruby","878"
"2018-08-01 00:00:00","swift","3568"
"2018-09-01 00:00:00","assembly","255"
"2018-09-01 00:00:00","c","1837"
"2018-09-01 00:00:00","c#","8356"
"2018-09-01 00:00:00","c++","3739"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","675"
"2018-09-01 00:00:00","java","10713"
"2018-09-01 00:00:00","javascript","15997"
"2018-09-01 00:00:00","perl","205"
"2018-09-01 00:00:00","php","7642"
"2018-09-01 00:00:00","python","15991"
"2018-09-01 00:00:00","r","3756"
"2018-09-01 00:00:00","ruby","777"
"2018-09-01 00:00:00","swift","3138"
"2018-10-01 00:00:00","assembly","321"
"2018-10-01 00:00:00","c","2447"
"2018-10-01 00:00:00","c#","9325"
"2018-10-01 00:00:00","c++","4308"
"2018-10-01 00:00:00","delphi","222"
"2018-10-01 00:00:00","go","791"
"2018-10-01 00:00:00","java","12487"
"2018-10-01 00:00:00","javascript","17397"
"2018-10-01 00:00:00","perl","280"
"2018-10-01 00:00:00","php","8150"
"2018-10-01 00:00:00","python","18128"
"2018-10-01 00:00:00","r","4358"
"2018-10-01 00:00:00","ruby","897"
"2018-10-01 00:00:00","swift","3268"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2521"
"2018-11-01 00:00:00","c#","8467"
"2018-11-01 00:00:00","c++","4341"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","717"
"2018-11-01 00:00:00","java","11695"
"2018-11-01 00:00:00","javascript","16156"
"2018-11-01 00:00:00","perl","237"
"2018-11-01 00:00:00","php","7067"
"2018-11-01 00:00:00","python","17995"
"2018-11-01 00:00:00","r","4229"
"2018-11-01 00:00:00","ruby","834"
"2018-11-01 00:00:00","swift","2976"
"2018-12-01 00:00:00","assembly","221"
"2018-12-01 00:00:00","c","2190"
"2018-12-01 00:00:00","c#","7542"
"2018-12-01 00:00:00","c++","3556"
"2018-12-01 00:00:00","delphi","175"
"2018-12-01 00:00:00","go","657"
"2018-12-01 00:00:00","java","10431"
"2018-12-01 00:00:00","javascript","14262"
"2018-12-01 00:00:00","perl","221"
"2018-12-01 00:00:00","php","6187"
"2018-12-01 00:00:00","python","15713"
"2018-12-01 00:00:00","r","3398"
"2018-12-01 00:00:00","ruby","807"
"2018-12-01 00:00:00","swift","2782"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c","2281"
"2019-01-01 00:00:00","c#","8742"
"2019-01-01 00:00:00","c++","3905"
"2019-01-01 00:00:00","delphi","215"
"2019-01-01 00:00:00","go","658"
"2019-01-01 00:00:00","java","11017"
"2019-01-01 00:00:00","javascript","16004"
"2019-01-01 00:00:00","perl","266"
"2019-01-01 00:00:00","php","7164"
"2019-01-01 00:00:00","python","16928"
"2019-01-01 00:00:00","r","3944"
"2019-01-01 00:00:00","ruby","915"
"2019-01-01 00:00:00","swift","2907"
"2019-02-01 00:00:00","assembly","226"
"2019-02-01 00:00:00","c","2053"
"2019-02-01 00:00:00","c#","8345"
"2019-02-01 00:00:00","c++","3729"
"2019-02-01 00:00:00","delphi","189"
"2019-02-01 00:00:00","go","628"
"2019-02-01 00:00:00","java","10984"
"2019-02-01 00:00:00","javascript","15670"
"2019-02-01 00:00:00","perl","252"
"2019-02-01 00:00:00","php","7261"
"2019-02-01 00:00:00","python","17506"
"2019-02-01 00:00:00","r","4249"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","swift","2682"
"2019-03-01 00:00:00","assembly","275"
"2019-03-01 00:00:00","c","2380"
"2019-03-01 00:00:00","c#","8951"
"2019-03-01 00:00:00","c++","4421"
"2019-03-01 00:00:00","delphi","186"
"2019-03-01 00:00:00","go","723"
"2019-03-01 00:00:00","java","12029"
"2019-03-01 00:00:00","javascript","17312"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7769"
"2019-03-01 00:00:00","python","19883"
"2019-03-01 00:00:00","r","4493"
"2019-03-01 00:00:00","ruby","843"
"2019-03-01 00:00:00","swift","2946"
"2019-04-01 00:00:00","assembly","305"
"2019-04-01 00:00:00","c","2428"
"2019-04-01 00:00:00","c#","9109"
"2019-04-01 00:00:00","c++","4372"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","go","650"
"2019-04-01 00:00:00","java","11156"
"2019-04-01 00:00:00","javascript","16148"
"2019-04-01 00:00:00","perl","207"
"2019-04-01 00:00:00","php","7146"
"2019-04-01 00:00:00","python","19807"
"2019-04-01 00:00:00","r","4598"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3074"
"2019-05-01 00:00:00","assembly","237"
"2019-05-01 00:00:00","c","2090"
"2019-05-01 00:00:00","c#","9016"
"2019-05-01 00:00:00","c++","4122"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","go","673"
"2019-05-01 00:00:00","java","11088"
"2019-05-01 00:00:00","javascript","16124"
"2019-05-01 00:00:00","perl","222"
"2019-05-01 00:00:00","php","6937"
"2019-05-01 00:00:00","python","18876"
"2019-05-01 00:00:00","r","4290"
"2019-05-01 00:00:00","ruby","759"
"2019-05-01 00:00:00","swift","3104"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1724"
"2019-06-01 00:00:00","c#","7598"
"2019-06-01 00:00:00","c++","3639"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","526"
"2019-06-01 00:00:00","java","9622"
"2019-06-01 00:00:00","javascript","14791"
"2019-06-01 00:00:00","perl","236"
"2019-06-01 00:00:00","php","5994"
"2019-06-01 00:00:00","python","17215"
"2019-06-01 00:00:00","r","3947"
"2019-06-01 00:00:00","ruby","703"
"2019-06-01 00:00:00","swift","3086"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1752"
"2019-07-01 00:00:00","c#","8440"
"2019-07-01 00:00:00","c++","4262"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","627"
"2019-07-01 00:00:00","java","10821"
"2019-07-01 00:00:00","javascript","16131"
"2019-07-01 00:00:00","perl","237"
"2019-07-01 00:00:00","php","6648"
"2019-07-01 00:00:00","python","19739"
"2019-07-01 00:00:00","r","4199"
"2019-07-01 00:00:00","ruby","757"
"2019-07-01 00:00:00","swift","3036"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1550"
"2019-08-01 00:00:00","c#","7702"
"2019-08-01 00:00:00","c++","3289"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","630"
"2019-08-01 00:00:00","java","9077"
"2019-08-01 00:00:00","javascript","15198"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5800"
"2019-08-01 00:00:00","python","18025"
"2019-08-01 00:00:00","r","3950"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","swift","2539"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","2004"
"2019-09-01 00:00:00","c#","7836"
"2019-09-01 00:00:00","c++","3777"
"2019-09-01 00:00:00","delphi","146"
"2019-09-01 00:00:00","go","619"
"2019-09-01 00:00:00","java","9661"
"2019-09-01 00:00:00","javascript","14867"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5555"
"2019-09-01 00:00:00","python","16862"
"2019-09-01 00:00:00","r","3936"
"2019-09-01 00:00:00","ruby","717"
"2019-09-01 00:00:00","swift","2552"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c","2477"
"2019-10-01 00:00:00","c#","8404"
"2019-10-01 00:00:00","c++","4834"
"2019-10-01 00:00:00","delphi","151"
"2019-10-01 00:00:00","go","634"
"2019-10-01 00:00:00","java","11199"
"2019-10-01 00:00:00","javascript","15964"
"2019-10-01 00:00:00","perl","209"
"2019-10-01 00:00:00","php","6041"
"2019-10-01 00:00:00","python","20431"
"2019-10-01 00:00:00","r","4385"
"2019-10-01 00:00:00","ruby","850"
"2019-10-01 00:00:00","swift","3097"
"2019-11-01 00:00:00","assembly","282"
"2019-11-01 00:00:00","c","2508"
"2019-11-01 00:00:00","c#","8012"
"2019-11-01 00:00:00","c++","4727"
"2019-11-01 00:00:00","delphi","172"
"2019-11-01 00:00:00","go","602"
"2019-11-01 00:00:00","java","10311"
"2019-11-01 00:00:00","javascript","15737"
"2019-11-01 00:00:00","perl","222"
"2019-11-01 00:00:00","php","6068"
"2019-11-01 00:00:00","python","20585"
"2019-11-01 00:00:00","r","4285"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2874"
"2019-12-01 00:00:00","assembly","248"
"2019-12-01 00:00:00","c","2144"
"2019-12-01 00:00:00","c#","7203"
"2019-12-01 00:00:00","c++","4198"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","go","616"
"2019-12-01 00:00:00","java","9026"
"2019-12-01 00:00:00","javascript","14301"
"2019-12-01 00:00:00","perl","158"
"2019-12-01 00:00:00","php","5223"
"2019-12-01 00:00:00","python","18094"
"2019-12-01 00:00:00","r","3738"
"2019-12-01 00:00:00","ruby","666"
"2019-12-01 00:00:00","swift","2662"
"2020-01-01 00:00:00","assembly","229"
"2020-01-01 00:00:00","c","2051"
"2020-01-01 00:00:00","c#","7800"
"2020-01-01 00:00:00","c++","4230"
"2020-01-01 00:00:00","delphi","164"
"2020-01-01 00:00:00","go","648"
"2020-01-01 00:00:00","java","9952"
"2020-01-01 00:00:00","javascript","16011"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","php","5886"
"2020-01-01 00:00:00","python","19961"
"2020-01-01 00:00:00","r","4146"
"2020-01-01 00:00:00","ruby","764"
"2020-01-01 00:00:00","swift","2895"
"2020-02-01 00:00:00","assembly","272"
"2020-02-01 00:00:00","c","1980"
"2020-02-01 00:00:00","c#","7716"
"2020-02-01 00:00:00","c++","4090"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","662"
"2020-02-01 00:00:00","java","10038"
"2020-02-01 00:00:00","javascript","15725"
"2020-02-01 00:00:00","perl","180"
"2020-02-01 00:00:00","php","5670"
"2020-02-01 00:00:00","python","20033"
"2020-02-01 00:00:00","r","4678"
"2020-02-01 00:00:00","ruby","653"
"2020-02-01 00:00:00","swift","2759"
"2020-03-01 00:00:00","assembly","294"
"2020-03-01 00:00:00","c","2488"
"2020-03-01 00:00:00","c#","7786"
"2020-03-01 00:00:00","c++","4641"
"2020-03-01 00:00:00","delphi","168"
"2020-03-01 00:00:00","go","653"
"2020-03-01 00:00:00","java","11051"
"2020-03-01 00:00:00","javascript","17563"
"2020-03-01 00:00:00","perl","198"
"2020-03-01 00:00:00","php","5652"
"2020-03-01 00:00:00","python","22677"
"2020-03-01 00:00:00","r","5121"
"2020-03-01 00:00:00","ruby","711"
"2020-03-01 00:00:00","swift","2908"
"2020-04-01 00:00:00","assembly","377"
"2020-04-01 00:00:00","c","3251"
"2020-04-01 00:00:00","c#","8578"
"2020-04-01 00:00:00","c++","6220"
"2020-04-01 00:00:00","delphi","232"
"2020-04-01 00:00:00","go","796"
"2020-04-01 00:00:00","java","12611"
"2020-04-01 00:00:00","javascript","20887"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6627"
"2020-04-01 00:00:00","python","27616"
"2020-04-01 00:00:00","r","6168"
"2020-04-01 00:00:00","ruby","768"
"2020-04-01 00:00:00","swift","3450"
"2020-05-01 00:00:00","assembly","358"
"2020-05-01 00:00:00","c","3373"
"2020-05-01 00:00:00","c#","8595"
"2020-05-01 00:00:00","c++","6414"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","go","752"
"2020-05-01 00:00:00","java","12014"
"2020-05-01 00:00:00","javascript","21469"
"2020-05-01 00:00:00","perl","214"
"2020-05-01 00:00:00","php","6518"
"2020-05-01 00:00:00","python","29443"
"2020-05-01 00:00:00","r","6012"
"2020-05-01 00:00:00","ruby","696"
"2020-05-01 00:00:00","swift","3520"
"2020-06-01 00:00:00","assembly","328"
"2020-06-01 00:00:00","c","2593"
"2020-06-01 00:00:00","c#","7892"
"2020-06-01 00:00:00","c++","5626"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","707"
"2020-06-01 00:00:00","java","10826"
"2020-06-01 00:00:00","javascript","19809"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5925"
"2020-06-01 00:00:00","python","27101"
"2020-06-01 00:00:00","r","5433"
"2020-06-01 00:00:00","ruby","613"
"2020-06-01 00:00:00","swift","3160"
"2020-07-01 00:00:00","assembly","275"
"2020-07-01 00:00:00","c","2098"
"2020-07-01 00:00:00","c#","7811"
"2020-07-01 00:00:00","c++","5161"
"2020-07-01 00:00:00","delphi","193"
"2020-07-01 00:00:00","go","643"
"2020-07-01 00:00:00","java","10438"
"2020-07-01 00:00:00","javascript","19881"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5932"
"2020-07-01 00:00:00","python","26266"
"2020-07-01 00:00:00","r","4939"
"2020-07-01 00:00:00","ruby","697"
"2020-07-01 00:00:00","swift","2987"
"2020-08-01 00:00:00","assembly","266"
"2020-08-01 00:00:00","c","1896"
"2020-08-01 00:00:00","c#","7068"
"2020-08-01 00:00:00","c++","4779"
"2020-08-01 00:00:00","delphi","182"
"2020-08-01 00:00:00","go","709"
"2020-08-01 00:00:00","java","9307"
"2020-08-01 00:00:00","javascript","18044"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4981"
"2020-08-01 00:00:00","python","23043"
"2020-08-01 00:00:00","r","4498"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2679"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","c","2162"
"2020-09-01 00:00:00","c#","6453"
"2020-09-01 00:00:00","c++","3922"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","728"
"2020-09-01 00:00:00","java","8942"
"2020-09-01 00:00:00","javascript","16765"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4777"
"2020-09-01 00:00:00","python","21743"
"2020-09-01 00:00:00","r","4757"
"2020-09-01 00:00:00","ruby","514"
"2020-09-01 00:00:00","swift","2563"
"2020-10-01 00:00:00","assembly","345"
"2020-10-01 00:00:00","c","2380"
"2020-10-01 00:00:00","c#","6198"
"2020-10-01 00:00:00","c++","4327"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","go","590"
"2020-10-01 00:00:00","java","8938"
"2020-10-01 00:00:00","javascript","16428"
"2020-10-01 00:00:00","perl","171"
"2020-10-01 00:00:00","php","4584"
"2020-10-01 00:00:00","python","22808"
"2020-10-01 00:00:00","r","5069"
"2020-10-01 00:00:00","ruby","493"
"2020-10-01 00:00:00","swift","2320"
"2020-11-01 00:00:00","assembly","375"
"2020-11-01 00:00:00","c","2700"
"2020-11-01 00:00:00","c#","5985"
"2020-11-01 00:00:00","c++","4321"
"2020-11-01 00:00:00","delphi","194"
"2020-11-01 00:00:00","go","529"
"2020-11-01 00:00:00","java","8490"
"2020-11-01 00:00:00","javascript","15529"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4625"
"2020-11-01 00:00:00","python","22202"
"2020-11-01 00:00:00","r","4804"
"2020-11-01 00:00:00","ruby","501"
"2020-11-01 00:00:00","swift","2164"
"2020-12-01 00:00:00","assembly","298"
